	_id	measurementTechniqueIRIs
2440	vivli_3219760b-a30e-4aa1-b445-ef0c7b0ebd56	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2441	vivli_3280343d-dc1f-4204-a4fe-a7d569236ed1	['http://purl.obolibrary.org/obo/NCIT_C82640']
2442	vivli_32c29b16-0399-475d-acd2-7cca64d64e82	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2443	vivli_32fa0b93-cfdc-45ac-afbb-8f506438f3ab	['http://purl.obolibrary.org/obo/NCIT_C142568', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2444	vivli_32fb98a3-f264-49f4-8e8a-03b0c5e0b7b0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2445	vivli_333e1ff2-f763-4be7-af1f-bf5e10267837	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2446	vivli_334116c5-d827-495e-8b90-3ca0e180400d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2447	vivli_3352c016-7c5f-4cc0-bca2-f8c09ee6edde	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2448	vivli_3364df10-ebe7-49be-b615-3f45a991b12c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2449	vivli_3370134e-4a28-45c9-847c-f7fa0bc73dbb	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2450	vivli_3385f364-7497-4875-bd49-d9d07da879f7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2451	vivli_3399f778-953f-4af6-a9a1-e6cf768669a0	['http://purl.obolibrary.org/obo/NCIT_C82640']
2452	vivli_33c862ef-72cd-4e5d-80e0-cf73622eab0c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2453	vivli_33ecb08f-8fc5-4040-ae7d-6082dae6c3b8	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2454	vivli_3440142f-7284-4d3d-a863-c92a5cbd63fa	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2455	vivli_346bc572-9b5b-4382-a447-deb4cd293ef7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2456	vivli_3480f718-5fd7-4b1c-95c8-4345ad569ed7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2457	vivli_34937b66-b278-4330-9e59-c2e973f02a4d	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2458	vivli_349571b8-7e05-4a54-b3f2-a0f823792e6a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2459	vivli_349a0dd8-634b-4844-bcca-f1c2d95ad99b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2460	vivli_34ca64ab-f731-4a11-96a1-a766923657fe	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2461	vivli_34e7f65e-e1f1-4f2f-ab4b-77399493b40c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2462	vivli_34ec382b-c02a-44c2-891a-367dcfcfb7fc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2463	vivli_34ec5c36-9ca3-469b-b277-a2018789d53e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2464	vivli_3504e167-7733-429c-84a0-4966ba3992ff	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2465	vivli_3507cc2b-57aa-44f7-a366-44523d75613b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2466	vivli_35179811-2118-44c4-a806-73d59f0175d6	['http://purl.obolibrary.org/obo/NCIT_C82640']
2467	vivli_35cc8a46-132f-4c2a-b7fe-c9702db71a84	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2468	vivli_35d167aa-e691-4fb8-ac44-abaed7f4cbe8	['http://purl.obolibrary.org/obo/NCIT_C82640']
2469	vivli_35d2defa-c9eb-4f35-b74b-331ffcdf50d3	['http://purl.obolibrary.org/obo/NCIT_C82640']
2470	vivli_35d603b8-c220-420c-8e1e-e066b58e5683	['http://purl.obolibrary.org/obo/NCIT_C82640']
2471	vivli_35df5e53-7ce1-4c44-8c37-6408ac024957	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2472	vivli_35e1f1a3-c7a6-4140-a5b9-14871b0c4aa9	['http://purl.obolibrary.org/obo/NCIT_C82640']
2473	vivli_35f8b7f4-f67a-44b0-baeb-a6c8552c3a53	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2474	vivli_366fd72c-9cc4-468c-a87a-4a319dfe43a0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2475	vivli_36d8ff8d-303c-4925-a973-dcf58e1e3ccb	['http://purl.obolibrary.org/obo/NCIT_C82640']
2476	vivli_6cb2f99c-facc-4d35-8abf-dd2a59161543	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2477	vivli_6cc6f8dc-e3f3-4bd2-a4a2-550d808897eb	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2478	vivli_6d0b9dcd-21a2-455e-9e79-7baa6a869e70	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2479	vivli_6d153476-ae8f-4cd4-a300-1fcc7c100eb4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2480	vivli_6e77cd7e-0045-46bc-9d70-e7658d6e6391	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2481	vivli_6e84fc83-7bcc-461c-b80e-845844b139a1	['http://purl.obolibrary.org/obo/NCIT_C82640']
2482	vivli_6e87eb7c-06c9-4812-bc04-5f8d8e6e7521	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2483	vivli_6e98b861-6222-499d-ba9e-b6c25411dfcf	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2484	vivli_57baa997-b874-4a65-a70a-f816b1b57149	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2485	vivli_57fa091d-6ab2-427c-8863-ac59e4e8a565	['http://purl.obolibrary.org/obo/NCIT_C82640']
2486	vivli_581ea97c-f7a7-447b-ba81-82d73c4ee97b	['http://purl.obolibrary.org/obo/NCIT_C82640']
2487	vivli_58960261-2e78-4375-82dc-99e59831dd47	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2488	vivli_58d12871-415b-4832-a775-a1447b04162f	['http://purl.obolibrary.org/obo/NCIT_C82640']
2489	vivli_58f3e2b0-8377-430b-be3d-733e510c97b1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2490	vivli_59051605-897a-4915-9ec2-ce16214acb50	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2491	vivli_59285668-adf5-4ebe-989e-a78d7b9ff63b	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646']
2492	vivli_59471851-c67e-44ad-a38a-70f4c2959ecd	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2493	vivli_5966de24-273d-48bc-8bb7-0b8ff18a4816	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2494	vivli_5969ca9b-5f10-410c-8c7b-b38a92454121	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2495	vivli_598bfdd5-b038-44f8-a1a7-170daaf5b76d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2496	vivli_59a4f807-adf4-4403-82b4-1ac551448d09	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2497	vivli_59af429e-2944-4380-8cce-e0c68a1e581f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2498	vivli_59bfda5c-0329-4900-98ea-b8b380e40a66	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2499	vivli_59c6f625-d7e5-4a11-9cd8-23d34de238a8	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2500	vivli_59cda0b1-4e40-419d-9295-774c84159d04	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2501	vivli_59e402af-9f3a-4ad2-b393-eb9dafc0227d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2502	vivli_59f12130-b518-4a6e-8fe6-09d76c263c8f	['http://purl.obolibrary.org/obo/NCIT_C82640']
2503	vivli_5a18bb18-436a-44fc-9367-44d84fd24475	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2504	vivli_5a24bd47-790f-4099-ae43-d7bd0cea855e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2505	vivli_5a4374d9-bc28-4c29-9fc5-a4ce775b54dc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2506	vivli_5a61aebd-370e-4e76-a0e1-86df7542c856	['http://purl.obolibrary.org/obo/NCIT_C82640']
2507	vivli_5aaf33a3-c21a-4942-b426-640936f59932	['http://purl.obolibrary.org/obo/NCIT_C82640']
2508	vivli_5ac4c6b4-d97e-457e-8df6-fd1b70108dd0	['http://purl.obolibrary.org/obo/NCIT_C82640']
2509	vivli_5aca81e4-0990-4003-a3f4-265c51c00c78	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2510	vivli_5ad954b8-46a6-4108-bfaf-8d339c5f137e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2511	vivli_5adf970f-8bfa-46c5-8b21-8af038dafa54	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2512	vivli_5af184ce-51ab-4635-a6be-eb081ddea7dc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2513	vivli_5afbe08d-b0ae-4ebe-9468-2c53c5958b0f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2514	vivli_5b6fb826-980c-4a8a-aec7-cd363929d8e5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2515	vivli_5ba242cf-df46-48a1-b6c9-644708caf801	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2516	vivli_5baabc9e-3619-4fa0-9759-491546a1f087	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2517	vivli_5bb59276-6e13-4610-9f67-d18041c33fd3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2518	vivli_5bc3951e-e8bf-4446-8ac8-27bea4bf4f28	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646', 'NA']
2519	vivli_5bdc2ddd-8bff-4058-9a6a-3e3282c0f202	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2520	vivli_5bf41b5b-aa32-4287-b603-f2e60e6a8125	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2521	vivli_5c1d6f53-d7c7-41be-9598-2c41139dda63	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2522	vivli_5c458064-0cb6-4819-8c4c-fc88c956bcc7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2523	vivli_5c5952a5-aa38-4bac-9dc0-bd5c13c45baf	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2524	vivli_5c8c6b58-e4dd-42af-852a-c1965bc65826	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2525	vivli_5cc1291d-d4e7-4eda-8e35-03ccaa71e440	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2526	vivli_5cd810d9-ffb9-4600-ad0e-38f3353639d5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2527	vivli_5cf3f786-2f36-4285-818b-2c22e9f9884f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2528	vivli_5d413b32-7e5d-4fd7-9228-d8e3f8db8c6c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2529	vivli_5d7bca61-1d1c-40b6-a818-18315794201c	['http://purl.obolibrary.org/obo/NCIT_C82640']
2530	vivli_5d95c79b-8cd9-410f-8f0d-4504ad94496e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2531	vivli_5db5ee8a-fb47-4e9d-8cf8-1e2863a8264c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2532	vivli_5dd0ccf1-9f2c-4891-b3ac-76cbef166262	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2533	vivli_5e18e1ec-0c83-4c00-bb3d-888db4ed6fb4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2534	vivli_5e662010-26e2-4806-aee3-5c8c1e5edb60	['http://purl.obolibrary.org/obo/NCIT_C82640']
2535	vivli_5e8407ed-d93d-4529-8682-de7721756f71	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2536	vivli_5ea91fd2-d425-4455-875b-18882e44d35a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2537	vivli_5ecd90d9-c744-461f-be76-872b7c7da89b	['http://purl.obolibrary.org/obo/NCIT_C82640']
2538	vivli_5ef74c5d-fdcf-4d2a-9ac1-564cfa16d4c8	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2539	vivli_5efff4fd-8931-4c21-bc59-0ca65973cc18	['http://purl.obolibrary.org/obo/NCIT_C82640']
2540	vivli_5f34e5d5-d958-45a4-ba3f-e44637ea73e3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2541	vivli_5f478c3f-5d1e-4b65-9040-e6e320680330	['http://purl.obolibrary.org/obo/NCIT_C82640']
2542	vivli_5f559511-3b94-4649-8860-e9a2e8410438	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2543	vivli_5f56df99-865b-4221-ac37-62fd1d4fd74a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2544	vivli_5f842566-56cf-4367-828e-6c5e4e427495	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2545	vivli_5f9daa0f-452f-4ccc-858f-d5ba4deb44d6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2546	vivli_6002968e-220e-4345-9ace-bbd90de92ef9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2547	vivli_600c5e37-c346-466e-8593-e7c10739616c	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2548	vivli_603b5575-25d3-4b36-9ddc-ed5db6b27da5	['http://purl.obolibrary.org/obo/NCIT_C142568', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2549	vivli_603cb913-75ce-42d9-a390-4f01904c1a1f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2550	vivli_607dcaa2-95df-4611-988c-e945a9199130	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2551	vivli_609264b1-50d6-45ab-b049-11ffea3ba409	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2552	vivli_60ac5065-5a07-4cda-859d-58bf35621cca	['http://purl.obolibrary.org/obo/NCIT_C82640']
2553	vivli_60d5ad6e-69eb-49ce-83a7-43e5f05940ad	['http://purl.obolibrary.org/obo/NCIT_C98722']
2554	vivli_6108f961-d61c-412d-9f92-94ba76e32c64	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2555	vivli_611028ad-5a2e-4e5f-af5a-dce58dceab40	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2556	vivli_611cddb3-33b7-4890-bc1b-84d03f3fbd41	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2557	vivli_61398f05-cf0f-4d53-abb0-5b4d420749b6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2558	vivli_6186da6b-dcd5-4ed9-b1af-125dcf5d9dec	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2559	vivli_61cc2b74-25a9-4514-9630-f6c805d63d8a	['http://purl.obolibrary.org/obo/NCIT_C82640']
2560	vivli_61f1392f-652d-46da-9d52-0183e1d90c4f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2561	vivli_6212f0d0-e64d-49e5-a766-9be6eb788ab4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2562	vivli_622ec6d6-8558-4f93-85d1-5a8c53ff4a37	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2563	vivli_623fe06d-893c-4688-95d2-ed5b2c423612	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2564	vivli_626861d9-9fb3-45c5-9b4d-a0238d4bfa91	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2565	vivli_628056a0-ce39-4b90-930b-5d8b1c05e1b1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2566	vivli_62a80b42-bba1-4354-a534-1b33c7aa4073	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2567	vivli_62c8c952-f9a2-41a4-9e61-e20537f5ebb2	['http://purl.obolibrary.org/obo/NCIT_C82640']
2568	vivli_62cf804f-887c-4f8d-896d-9bf1a1c30f9b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2569	vivli_62d8ff53-e7d0-4e59-b431-c55374811bd7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2570	vivli_63036247-b1ef-4fd4-b7b4-349f8f512b21	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310', 'NA']
2571	vivli_630b682f-1c43-4128-bf47-7987cf630fd3	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2572	vivli_6380cc78-95c1-415d-868e-68709f074765	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2573	vivli_63960bfa-080d-4898-b31f-a5db92593bea	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
