	_id	measurementTechniqueIRIs
2307	vivli_5012c41a-c98b-43da-b68b-efa16a44fc55	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2308	vivli_501dc33f-e63e-41c6-b124-011b72d8c2cc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2309	vivli_50213b26-9ef3-4e0b-818f-8fa3e04bdf3f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2310	vivli_50259733-64fe-4b6f-8ea0-88562b12704d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2311	vivli_509c261d-83a3-4528-8b58-175dfb24c67b	['http://purl.obolibrary.org/obo/NCIT_C82640']
2312	vivli_509d8c3e-103b-433d-b6a0-f9ddf9c1d527	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2313	vivli_50ce39e3-3b77-4ffa-8c2a-7f860a4bb8d0	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2314	vivli_50db436e-a1c0-459f-9c75-7b2266a63728	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2315	vivli_50e1d5da-b7fc-4fd5-a31c-6aceefffebda	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2316	vivli_51304939-5340-4a69-bf82-f27aea3bdc2b	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2317	vivli_518d0dc6-407a-457f-9824-dd038cf3cbd1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2318	vivli_5199ead8-e5ac-4aa5-9160-99327debe129	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2319	vivli_51b73847-0d38-43ea-bdf2-ec920da3777b	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2320	vivli_51c21478-8a3b-4ee3-9925-00e6a65eca35	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2321	vivli_520a21e6-bdb4-4af9-8413-e8f4f4b8ef44	['http://purl.obolibrary.org/obo/NCIT_C82640']
2322	vivli_520b7cda-1973-4fea-bf60-5e36dc41732a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2323	vivli_52297485-e1f4-453c-b4ad-55cb19796e26	['http://purl.obolibrary.org/obo/NCIT_C82640']
2324	vivli_52326c7b-5010-4759-9e04-5ed97a79ff37	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2325	vivli_52525c38-d9d6-4290-aa13-c8432ea69c20	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2326	vivli_52bf2505-205a-428a-92fc-1baa3153edaa	['http://purl.obolibrary.org/obo/NCIT_C82640']
2327	vivli_52c5c503-dfb7-4d0f-a548-0d7c9b541a30	['http://purl.obolibrary.org/obo/NCIT_C82640']
2328	vivli_52f38a42-3b3e-4a84-8d2b-42002d221e0e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2329	vivli_52fff299-8fdc-4eb1-885f-c97fbef187c9	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2330	vivli_53701d71-2fb2-46de-bbca-3089b7387ce8	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2331	vivli_53be5790-6c86-40ed-97a4-e2a22988bc9d	['http://purl.obolibrary.org/obo/NCIT_C82640']
2332	vivli_53d4eba2-ade1-4e48-8d9b-9483a7718317	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2333	vivli_53e893a7-9a3f-41da-80fd-2ab905c586ca	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2334	vivli_5442e471-07cd-4a77-87ea-1315867a48c6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2335	vivli_544d8095-339f-4fb6-8388-f332e43464bc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2336	vivli_5471b980-270b-400d-a7d4-542d8b20d122	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2337	vivli_5488c1dd-1fa5-4a11-86fd-c46d29de3a88	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2338	vivli_54aa1c0b-06ca-4df7-bce2-69151a6e94d1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2339	vivli_54be7586-959f-4f2b-900f-650d15c62c6b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2340	vivli_54dbc353-5c37-421f-8d9c-21ea72facb62	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2341	vivli_54f12364-f913-47e7-9465-0b14067ee0d6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2342	vivli_55279749-80a8-411c-bffe-b996de0a525d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2343	vivli_552e4671-ac4d-464e-8fc6-924439c3b15d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2344	vivli_555eb0a3-241c-4e8f-8935-bd7244c5f732	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2345	vivli_55bf5de2-9576-4382-ba09-f87dbfd69d9f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2346	vivli_55ca00b0-f37f-4626-9ea1-a79eae7ca486	['http://purl.obolibrary.org/obo/NCIT_C82640']
2347	vivli_55ddeb34-2788-4404-9868-209e1e34272b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2348	vivli_55fe4ac8-785f-41b3-bafd-6b959a42ea5d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2349	vivli_5621b240-fe00-4ff5-9b0a-4247ad310065	['http://purl.obolibrary.org/obo/NCIT_C82640']
2350	vivli_5634f92b-02f6-4dd4-a293-689d1228c70e	['http://purl.obolibrary.org/obo/NCIT_C82640']
2351	vivli_5644a642-2962-4111-aa38-178370b5e022	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2352	vivli_56471b7b-b4f0-4fe6-8f36-67b3576d9d0b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2353	vivli_568550a8-6e59-45cb-ae7d-f4231855472d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2354	vivli_56d2d03b-fdd6-4927-bf64-3fe6d384bbac	['http://purl.obolibrary.org/obo/NCIT_C82640']
2355	vivli_5740cbe4-6c22-4b0a-aa2b-4c411885a121	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2356	vivli_5756f8c7-e620-44be-8994-aeb14eaa4c4d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2357	vivli_57830c78-052c-4b23-a516-7b126b00b2b6	['http://purl.obolibrary.org/obo/NCIT_C82640']
2358	vivli_27498006-02b9-49e7-b33d-554d36482277	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2359	vivli_278740bf-e602-47a1-aa0f-4d58670ea1cf	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2360	vivli_27a0ea97-b4bf-46d8-be8a-7e3d23d1524a	['http://purl.obolibrary.org/obo/NCIT_C82640']
2361	vivli_27bb2c41-7614-4186-a2a1-5c8b7076c6b4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2362	vivli_27cb74cd-df66-4bbd-80b2-02182f041115	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2363	vivli_27e2ba87-8062-4c85-aa3f-ddeef595a84d	['http://purl.obolibrary.org/obo/NCIT_C82640']
2364	vivli_27f40c22-f6a2-4ae0-b3c8-1d924bafe56f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2365	vivli_27f6ce66-a44e-4e95-8d53-fffd6ad693bc	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2366	vivli_280e853c-72f4-4d26-b7bd-fac107a6a1b6	['http://purl.obolibrary.org/obo/NCIT_C98388', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2367	vivli_2832b5c1-4acc-4d35-8bb4-0916bdc61755	['http://purl.obolibrary.org/obo/NCIT_C82640']
2368	vivli_286afeb9-93fc-4c0a-b078-a2662f08bf8a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2369	vivli_28701e3e-074b-4555-8eaa-1e747be5bad5	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2370	vivli_287102ab-0caa-4892-97e0-cb2c798f1d16	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2371	vivli_2893a31b-314c-40c2-bee6-185efdafaacf	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2372	vivli_289ad52d-bf95-4ce0-a687-534d336268ca	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2373	vivli_28c58d60-42e0-46c0-a5b3-b06cdeaaf3ce	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2374	vivli_28d8d3ff-04e7-448b-ad7a-25d85c251237	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2375	vivli_28db0105-2f67-4267-9cd8-8436d84fe0ba	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2376	vivli_28ead855-eaad-4e49-917c-3e1ef7df87a6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2377	vivli_28f13725-5b11-4496-8667-28ac622e2397	['http://purl.obolibrary.org/obo/NCIT_C82640']
2378	vivli_28fd3f03-596b-4616-9267-7d1d0d3d44ac	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2379	vivli_290f35f7-0bd2-490a-8350-831dae81c652	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2380	vivli_2945bad0-5a77-4f1f-8542-b38a994c6c8a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2381	vivli_29738222-ba1c-49c8-997d-dc44fd39cf4f	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2382	vivli_2977cd78-2469-4782-90b0-b71f5c69bfe7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2383	vivli_2990ed55-3a2b-4f27-b2d8-653973a8992c	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2384	vivli_2996afa7-3f56-40bb-aba0-0ce4b5e68349	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2385	vivli_29d743f2-ce29-46f4-a82a-029a04bcf3cb	['http://purl.obolibrary.org/obo/NCIT_C82640']
2386	vivli_29da5748-de3a-4661-90cf-0b0d505b7967	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2387	vivli_2a180b2b-0e73-4798-aa7f-57fdda63df9a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2388	vivli_2a3da304-a14a-48d5-8e23-0bfc68adf208	['http://purl.obolibrary.org/obo/NCIT_C82640']
2389	vivli_2a3ffdf7-4d40-4583-b40e-24958f7933e6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2390	vivli_2a55e9b8-16bf-4d2e-b17e-454af754ac10	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2391	vivli_2afe2087-5fb4-495d-9c8d-3d403bc2c46e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2392	vivli_2b402b41-c628-4b2c-9b51-652cf0744291	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2393	vivli_2b60825a-705f-4013-bfa5-a6726c6ea067	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2394	vivli_2bd4565e-a8dc-46f3-a242-ea087b8b5510	['http://purl.obolibrary.org/obo/NCIT_C82640']
2395	vivli_2bd621bd-a511-453e-bc45-b95ab964a27a	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2396	vivli_2beda286-df0b-4b7a-aa4c-697b58cd25cd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2397	vivli_2bfef671-e373-4223-890b-992adf78011e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2398	vivli_2c27f230-b772-471e-9923-e74e1277f1ae	['http://purl.obolibrary.org/obo/NCIT_C142568', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2399	vivli_2c4ec385-7089-44b3-8fed-20b5ebb29bfd	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2400	vivli_2c59ebc4-bbd9-46f8-99cc-fd437f93f293	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2401	vivli_2c776b2c-b284-4478-a294-dbaf3b8c5b5d	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53312', 'NA']
2402	vivli_2c9a9b9b-fa2e-4751-94a9-91b63a1eb3b3	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C142646', 'NA']
2403	vivli_2ca0fa52-5306-4e97-89be-b715d818543d	['http://purl.obolibrary.org/obo/NCIT_C82640']
2404	vivli_2cb6a45c-d1dc-4cb6-98a6-f66d298677f1	['http://purl.obolibrary.org/obo/NCIT_C82640']
2405	vivli_2cd3d132-2ae8-43da-b6d0-26e39f0350b4	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2406	vivli_2d0bb894-215f-4b0f-9ebc-b872963fae87	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2407	vivli_2d2f66d0-0eb3-4863-8420-2cda1076c311	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2408	vivli_2d48431e-478e-4f11-9472-2249eb8e33ef	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2409	vivli_2d8f3353-a2be-42bd-9067-f29fc32b8459	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2410	vivli_2e8b7ebb-903a-4db9-9da9-5095079c88a7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2411	vivli_2e9c4a1b-9e6c-4102-9800-effbcc732c93	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310', 'NA']
2412	vivli_2ea7ba43-332f-4dd4-9339-c63660d21435	['http://purl.obolibrary.org/obo/NCIT_C82640']
2413	vivli_2ecba9d6-e773-4cba-9808-1b61baf1ed4a	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310', 'NA']
2414	vivli_2ee3aa59-4e21-4d4a-ac2b-bd89ae1d801e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2415	vivli_2f001102-e600-4434-9343-d1e9287515e1	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2416	vivli_2f14325e-fa3c-47f0-a382-22c06802f320	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2417	vivli_2f3ba3d8-cce3-4b35-8bea-64eb1bed87f7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2418	vivli_2f48ca17-03e5-46db-b39b-ac624ae9ea67	['http://purl.obolibrary.org/obo/NCIT_C82640']
2419	vivli_2f524a86-e6df-49a3-afc0-2c62668b3db2	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2420	vivli_2f53ffa5-ea09-4fe6-8fc0-07e3de1a51cb	['http://purl.obolibrary.org/obo/NCIT_C16084', 'http://purl.obolibrary.org/obo/NCIT_C53310', 'NA']
2421	vivli_2f73c909-8d7e-4a14-8924-5efe71546007	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2422	vivli_2fbce5da-b39f-455d-b8c6-b7a463838ea7	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2423	vivli_2fbe128e-64ca-46bf-9521-8b81821cb134	['http://purl.obolibrary.org/obo/NCIT_C82640']
2424	vivli_2fd1f879-b49c-48f5-b507-fc65ebbb9d4b	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2425	vivli_2fec2c58-9400-4ef7-a36c-47e53226447e	['http://purl.obolibrary.org/obo/NCIT_C82637', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2426	vivli_2ff85cc0-e898-433f-ab4b-cfa0c0ba4d04	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C93043', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2427	vivli_30073417-7238-4bce-b65c-0fc929c0db36	['http://purl.obolibrary.org/obo/NCIT_C82640']
2428	vivli_300b1756-21dc-4eae-bf4e-ad58cc174fb8	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2429	vivli_3017777b-58fd-4035-b91b-c3948dd4bbae	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2430	vivli_3065f513-1897-4986-860a-8b5e0be40191	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2431	vivli_30944415-c78b-49a2-9ba3-b2c658179d7a	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2432	vivli_30cba88c-633e-46f6-a143-5522c852f1e6	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2433	vivli_31180c6a-4351-46f0-a006-fdf017a87ad8	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2434	vivli_314d1804-bc87-4b59-95d4-f8d11b065a5e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2435	vivli_3198f42f-c2d4-4bc7-b556-3f40a49451d0	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2436	vivli_31a20a22-94dd-403b-908a-33f33fcb703e	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2437	vivli_31ac16c3-61ef-4ff5-8fef-099da92deb8d	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2438	vivli_31d74ae8-c72f-4e2f-81e0-4ff8c98ce762	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
2439	vivli_31f4e54f-1ea1-49e5-81df-1f23d5065376	['http://purl.obolibrary.org/obo/NCIT_C82639', 'http://purl.obolibrary.org/obo/NCIT_C15417', 'http://purl.obolibrary.org/obo/NCIT_C49659']
